,Weight,Engine power,Emission class,Engine capacity,Condition,VIN,Full service history,Price,Power,CARNAME,Previous owners,ID,Battery type,Battery warranty (km),Interior color,Mileage,Make,Hybrid type,El. motor power,Model,Electric range,Battery capacity,First registration,Doors,Valid MOT until,Country of origin,Energy efficiency,CO2 emissions,Type of finish,Currency,Tags,AC charging time,Interior material,DC charging time,Secondary drive,Consumption,Body,Warranty until,Body color,Seats,Transmission,Fuel,Range extender,Battery capacity1,Drive type
928,,,Euro 6,1 749 ccm,Used,not published by the seller,,17949,88 kW,renault scenic,1,61021848,,,,60 116 km,Renault,,,Scenic,,,6/2020,4/5 doors,,,,127 g/km,,EUR,Keyless ignition; Automatic multi-zone A/C; Voice control; Navigation system; Glare-free high beam headlights; Traffic sign recognition; Automatic lights; Rain sensor; Lane assist; Hill-start assist,,,,,4.8 l/100km (combined),MPV,12/2024,White,5,Manual,Diesel,,,4x2
929,,,Euro 6,1 197 ccm,,not published by the seller,,15599,61 kW,suzuki ignis,,61021847,,,Other interior color,31 000 km,Suzuki,,,Ignis,,,9/2020,4/5 doors,,,,89 g/km,Metallic,EUR,Bluetooth; Alloy wheels,,Other interior material,,,3.9 l/100km (combined); 4.2 l/100km (city); 3.8 l/100km ,SUV / offroad,,Green,4,Manual,Hybrid,,,4x2
930,,,Euro 6d,2 925 ccm,,not published by the seller,,69049,243 kW,mercedes-benz gle-400,,61021845,,,Black interior,83 108 km,Mercedes-Benz,,,GLE 400,,,12/2019,4/5 doors,,,,199 g/km,,EUR,Driver's seat with massage function; Ventilated front seats; Heated rear seats; Air suspension; Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control,,Full leather interior,,,8.7 l/100km (combined); 9.1 l/100km (city); 6.7 l/100km ,SUV / offroad,,White,5,Automatic,Diesel,,,4x4
931,,,,,New,not published by the seller,,60649,160 kW,subaru solterra,,61021850,,,,1 km,Subaru,,,Solterra,,,1/2023,4/5 doors,,,,0 g/km,,EUR,Harman/Kardon audio,,,,,0 kWh/100km (combined),SUV / offroad,,Grey,5,Automatic,Electric,,,4x4
932,,,Euro 6,1 969 ccm,Used,not published by the seller,,28299,110 kW,volvo xc40,1,61021863,,,,49 699 km,Volvo,,,XC40,,,12/2018,4/5 doors,,,,131 g/km,,EUR,Voice control; Traffic sign recognition; Rear parking camera; Adaptive lighting; Automatic A/C; Rain sensor; Lane assist; Hill-start assist; Front collision warning system; Autom. dimming side mirros,,,,,5 l/100km (combined); 5.4 l/100km (city); 4.7 l/100km ,SUV / offroad,12/2024,Red,5,Automatic,Diesel,,,4x2
933,1870,,Euro 6d-TEMP,1 984 ccm,Used,not published by the seller,,63749,180 kW,porsche macan,,61021861,,,Black interior,39 000 km,Porsche,,,Macan,,,5/2019,4/5 doors,,,,185 g/km,Metallic,EUR,LED headlights; Electric adjustable front seats; Heated front seats; Panoramic roof; Navigation system; Paddle shifters; Bluetooth; Automatic A/C; Rain sensor; Light sensor,,Part leather interior,,,8.1 l/100km (combined); 8.1 l/100km (city); 8.1 l/100km ,SUV / offroad,,Black,5,Automatic,Petrol,,,4x4
934,1420,,No emission class,1 199 ccm,New,not published by the seller,,32699,96 kW,peugeot 308,,61021866,,,Other interior color,1 km,Peugeot,Plug-in hybrid,,308,,,8/2023,4/5 doors,,,,131 g/km,,EUR,LED headlights; Digital cockpit; Keyless entry; Heated front seats; Smartphone mirroring; Apple CarPlay; Android auto; Keyless ignition; Navigation system; Traffic sign recognition,,Other interior material,,,5.8 l/100km (combined); 5.8 l/100km (city); 5.8 l/100km ,Station Wagon,,,,Automatic,Petrol,No,,4x2
935,1431,,Euro 6d-TEMP,1 199 ccm,Used,not published by the seller,,21499,81 kW,opel combo,,61021852,,,Brown interior,25 851 km,Opel,,,Combo,,,9/2019,4/5 doors,,Germany,,125 g/km,,EUR,Heated front seats; Panoramic roof; Navigation system; Heated steering wheel; Traffic sign recognition; Automatic 2-zones air conditioning; High beam assist; Rain sensor; Light sensor; Lane assist,,Cloth interior,,,5.5 l/100km (combined),Cargo VAN,,White,5,Manual,Petrol,,,4x2
936,,,Euro 6,898 ccm,,not published by the seller,,13749,66 kW,smart fortwo,2,61021858,,,Black interior,69 998 km,Smart,,,ForTwo,,,9/2017,2/3 doors,,,,97 g/km,,EUR,LED headlights; Heated front seats; Integrated music streaming; Voice control; Navigation system; Bluetooth; Automatic A/C; Rain sensor; Light sensor; Hill-start assist,,Cloth interior,,,4.2 l/100km (combined); 4.9 l/100km (city); 3.8 l/100km ,Hatchback,,White,2,Automatic,Petrol,,,4x2
937,,,No emission class,1 ccm,Used,not published by the seller,,50599,140 kW,mercedes-benz eqb,,61021851,,,Other interior color,5 000 km,Mercedes-Benz,,,EQB,,,12/2022,4/5 doors,,Germany,,0 g/km,,EUR,LED headlights; Digital cockpit; Keyless entry; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Keyless ignition; Voice control; Navigation system,,Other interior material,,,0 kWh/100km (combined),SUV / offroad,,Black,,Automatic,Electric,,,4x2
938,,,No emission class,2 000 ccm,Used,not published by the seller,,20049,89 kW,mazda cx-3,,61021867,,,Other interior color,48 000 km,Mazda,,,CX-3,,,2/2019,4/5 doors,,Spain,,141 g/km,,EUR,,,Other interior material,,,6.2 l/100km (combined); 6.2 l/100km (city); 6.2 l/100km ,SUV / offroad,,White,,Manual,Petrol,,,4x2
939,,,Euro 6,1 199 ccm,Used,not published by the seller,,9849,50 kW,peugeot 208,,61021862,,,,124 260 km,Peugeot,,,208,,,12/2016,4/5 doors,,,,108 g/km,,EUR,On-board computer; USB; AUX; Front electric windows,,,,,4.6 l/100km (combined); 5.8 l/100km (city); 3.9 l/100km ,Hatchback,08/2024,White,5,Manual,Petrol,,,4x2
940,,,Euro 6d-TEMP,1 498 ccm,New,not published by the seller,,36599,110 kW,audi a3,,61021831,,,Black interior,15 km,Audi,,,A3,,,9/2023,4/5 doors,,,,115 g/km,,EUR,LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Navigation system; Paddle shifters; Bluetooth,,Cloth interior,,,5.6 l/100km (combined); 5.5 l/100km (city); 5.5 l/100km ,Sedans / saloons,,White,5,Automatic,Petrol,,,4x2
941,,,Euro 6,1 499 ccm,,not published by the seller,,24749,96 kW,citroen c4-x,,61021828,,,Black interior,0 km,Citroen,,,C4 X,,,9/2023,4/5 doors,,Italy,,0 g/km,Metallic,EUR,Side mirrors with electic adjustment; Leather steering wheel,,Other interior material,,,0 l/100km (combined),SUV / offroad,,Black,5,Automatic,Diesel,,,4x2
942,,,Euro 6,2 494 ccm,Used,not published by the seller,,39699,145 kW,lexus nx-300,,61021821,,,,16 897 km,Lexus,,,NX 300,,2 kWh,12/2020,4/5 doors,,,,128 g/km,,EUR,Adaptive cruise control; Keyless ignition; Automatic multi-zone A/C; Voice control; Navigation system; Paddle shifters; Traffic sign recognition; Rear parking camera; Adaptive lighting; Automatic lights,,,,Petrol,5.8 l/100km (combined); 5.8 l/100km (city); 5.7 l/100km ,SUV / offroad,12/2026,Blue,5,Automatic,Hybrid,No,,4x2
943,,,Euro 6,1 991 ccm,,not published by the seller,,27849,155 kW,mercedes-benz e-250,,61021839,,,Black interior,115 000 km,Mercedes-Benz,,,E 250,,,1/2017,4/5 doors,,,,138 g/km,,EUR,Air suspension; Parking assist system self-steering; LED headlights; Digital cockpit; Electric adjustable front seats; Apple CarPlay; Android auto; Integrated music streaming; Voice control; Navigation system,,Alcantara interior,,,6.2 l/100km (combined); 7.8 l/100km (city); 5.2 l/100km ,Station Wagon,,White,5,Automatic,Petrol,,,4x2
944,1365,,No emission class,,Used,not published by the seller,,23099,70 kW,fiat 500,,61021832,Lithium-ion (Li-ion),160000 km,Grey interior,19 000 km,Fiat,,70 kW,500,,24 kWh,7/2021,2/3 doors,,,,0 g/km,Metallic,EUR,LED headlights; Digital cockpit; Keyless entry; Apple CarPlay; Android auto; Keyless ignition; Panoramic roof; Voice control; Navigation system; Bluetooth,3 h,Cloth interior,30 min,,,Hatchback,,Grey,4,Automatic,Electric,No,,4x2
945,,,No emission class,,Used,not published by the seller,,58099,393 kW,tesla model-y,,61021824,Lithium-ion (Li-ion),160000 km,Black interior,13 500 km,Tesla,,235 kW,Model Y,,,9/2022,4/5 doors,,Germany,,0 g/km,,EUR,LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; WLAN/Wifi hotspot; Integrated music streaming; Keyless ignition; Panoramic roof,8 h,Full leather interior,22 min,,17.1 kWh/100km (combined),SUV / offroad,,Black,5,Automatic,Electric,No,,4x4
946,2564,,No emission class,,Used,not published by the seller,,82299,283 kW,kia ev9,,61021829,,,Other interior color,10 km,Kia,,,EV9,,,11/2023,4/5 doors,,,,0 g/km,Metallic,EUR,Ventilated front seats; Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay,,Other interior material,,,0 kWh/100km (combined),SUV / offroad,,Green,7,Automatic,Electric,,,4x4
947,,,Euro 6d,1 199 ccm,,not published by the seller,,32599,96 kW,opel combo,1,61021840,,,Other interior color,16 223 km,Opel,,,Combo,,,12/2021,4/5 doors,,,,119 g/km,,EUR,Apple CarPlay; Android auto; Keyless ignition; Voice control; Paddle shifters; Traffic sign recognition; Bluetooth; Automatic 2-zones air conditioning; High beam assist; Rain sensor,,Cloth interior,,,5.2 l/100km (combined); 6.4 l/100km (city); 5.1 l/100km ,Cargo VAN,,Blue,5,Automatic,Petrol,,,4x2
948,,,Euro 6d-TEMP,2 299 ccm,,not published by the seller,,33149,120 kW,renault master,1,61021838,,,Black interior,12 705 km,Renault,,,Master,,,2/2022,,,,,225 g/km,,EUR,Navigation system; Bluetooth; Rain sensor; Light sensor; Daytime running lights; On-board computer; Start-stop system; USB; Front electric windows,,Cloth interior,,,8.6 l/100km (combined),Cargo VAN,,White,3,Manual,Diesel,,,4x2
949,,,Euro 6,2 979 ccm,Used,not published by the seller,,57399,317 kW,bmw m4,,61021823,,,Black interior,70 153 km,BMW,,,M4,,,3/2015,2/3 doors,,,,197 g/km,Metallic,EUR,Harman/Kardon audio; Blind spot assist,,,,,8.4 l/100km (combined); 11.6 l/100km (city); 7.9 l/100km ,Coupe,12/2024,Grey,4,Automatic,Petrol,,,4x2
950,2230,,No emission class,,Used,not published by the seller,,72699,195 kW,audi q4,,61021836,,,Other interior color,3 500 km,Audi,,,Q4,,,9/2023,4/5 doors,,,,0 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Head-up display; Keyless ignition; Navigation system; El. tailgate,,Full leather interior,,,0 kWh/100km (combined),SUV / offroad,,Black,5,Manual,Electric,,,4x4
951,1795,,Euro 5,3 600 ccm,Used,not published by the seller,,17949,233 kW,chevrolet camaro,,61021833,,,Other interior color,164 000 km,Chevrolet,,,Camaro,,,1/2011,2/3 doors,,,,304 g/km,Metallic,EUR,Electric adjustable front seats; Heated front seats; Bluetooth; Xenon headlights; Sport-suspension system; Leather; Automatic A/C; Light sensor; Side mirrors with electic adjustment; Daytime running lights,,Full leather interior,,,13.1 l/100km (combined); 13.1 l/100km (city); 13.1 l/100km ,Coupe,,Black,4,Automatic,Petrol,,,4x2
952,,,Euro 6d-TEMP,999 ccm,,not published by the seller,,17299,70 kW,volkswagen polo,2,61021825,,,Black interior,45 072 km,Volkswagen,,,Polo,,,1/2020,4/5 doors,,,,109 g/km,Metallic,EUR,Digital cockpit; Keyless entry; Heated front seats; Smartphone mirroring; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming; Keyless ignition; Navigation system,,Cloth interior,,,4.8 l/100km (combined),Sedans / saloons,,Black,5,Automatic,Petrol,,,4x2
953,,,No emission class,1 084 ccm,,not published by the seller,,17899,55 kW,ford fiesta,,61021834,,,Black interior,16 900 km,Ford,,,Fiesta,,,3/2020,4/5 doors,,,,102 g/km,Metallic,EUR,Side mirrors with electic adjustment; On-board computer; Start-stop system; Front electric windows; Fixed trailer coupling,,Cloth interior,,,5.3 l/100km (combined),Hatchback,,Blue,5,Manual,Petrol,,,4x2
954,,,Euro 6,1 685 ccm,,not published by the seller,,17199,104 kW,kia optima,,61021835,,,Black interior,116 340 km,Kia,,,Optima,,,2/2017,4/5 doors,,,,120 g/km,,EUR,Heated rear seats; LED headlights; Electric adjustable front seats; Adaptive cruise control; Harman/Kardon audio; Heated front seats; Smartphone mirroring; Apple CarPlay; Android auto; Panoramic roof,,Full leather interior,,,4.5 l/100km (combined),Station Wagon,,Black,,Automatic,Diesel,,,4x2
955,1280,,Euro 6d-TEMP,1 499 ccm,Used,not published by the seller,,29249,81 kW,peugeot 2008,,61021806,,,Black interior,7 000 km,Peugeot,,,2008,,,12/2022,4/5 doors,,,,98 g/km,Metallic,EUR,LED headlights; Head-up display; Navigation system; Traffic sign recognition; Rain sensor; Light sensor; Side mirrors with electic adjustment; Alloy wheels,,Part leather interior,,,3.7 l/100km (combined); 3.7 l/100km (city); 3.7 l/100km ,SUV / offroad,,White,5,Manual,Diesel,,,4x2
956,1624,110 kW,Euro 6,1 395 ccm,Used,not published by the seller,,33649,150 kW,volkswagen golf,,61021817,Lithium-ion (Li-ion),,Black interior,27 000 km,Volkswagen,Plug-in hybrid,85 kW,Golf,,13 kWh,7/2021,4/5 doors,,,,109 g/km,,EUR,LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Navigation system; Heated steering wheel; Sport front seats; Bluetooth,4 h,Alcantara interior,,,4.8 l/100km (combined),Hatchback,,White,5,Automatic,Hybrid,No,,4x2
957,,,Euro 6d-TEMP,1 199 ccm,,not published by the seller,,25699,81 kW,citroen berlingo,1,61021810,,,Black interior,46 100 km,Citroen,,,Berlingo,,,6/2019,4/5 doors,08/2025,,,130 g/km,,EUR,Parking assist system self-steering; Keyless entry; Adaptive cruise control; Heated front seats; Head-up display; Smartphone mirroring; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition,,Cloth interior,,,5.7 l/100km (combined); 6.7 l/100km (city); 5.1 l/100km ,Cargo VAN,,White,5,Manual,Petrol,,,4x2
958,,,,,New,WBY61EF0205Y35157,,66799,230 kW,bmw ix1,,61021813,,,Black interior,10 km,BMW,,,iX1,,,1/2023,4/5 doors,,,,0 g/km,,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Front seats with memory; Electric adjustable front seats; Harman/Kardon audio; Heated front seats; Apple CarPlay; Android auto,,Full leather interior,,,0 kWh/100km (combined),SUV / offroad,,Silver,5,Automatic,Electric,,,4x4
959,,,,,New,WBY61EF0205Y35157,,66799,230 kW,bmw ix1,,61021813,,,Black interior,10 km,BMW,,,iX1,,,1/2023,4/5 doors,,,,0 g/km,,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Front seats with memory; Electric adjustable front seats; Harman/Kardon audio; Heated front seats; Apple CarPlay; Android auto,,Full leather interior,,,0 kWh/100km (combined),SUV / offroad,,Silver,5,Automatic,Electric,,,4x4
960,,,Euro 6,898 ccm,,not published by the seller,,16749,66 kW,smart forfour,,61021812,,,Black interior,39 900 km,Smart,,,ForFour,,,5/2019,4/5 doors,,,,118 g/km,Metallic,EUR,LED headlights; Heated front seats; Apple CarPlay; Integrated music streaming; Navigation system; Paddle shifters; Sport front seats; Bluetooth; Sport-suspension system; Leather,,Full leather interior,,,5.2 l/100km (combined); 6.1 l/100km (city); 4.6 l/100km ,Hatchback,,Grey,4,Automatic,Petrol,,,4x2
961,,,Euro 6,1 498 ccm,,not published by the seller,,21999,110 kW,audi a3,2,61021814,,,Black interior,70 722 km,Audi,,,A3,,,5/2019,4/5 doors,,,,123 g/km,Metallic,EUR,Parking assist system self-steering; Keyless entry; Heated front seats; Keyless ignition; Voice control; Navigation system; Sport front seats; Bi-xenon headlights; Bluetooth; Automatic 2-zones air conditioning,,Part leather interior,,,5.4 l/100km (combined); 6.9 l/100km (city); 4.7 l/100km ,Sedans / saloons,,White,5,Manual,Petrol,,,4x2
962,,,,1 332 ccm,New,W1N4M8JB0PW318155,,60349,120 kW,mercedes-benz glb-200,,61021809,,,,23 km,Mercedes-Benz,,,GLB 200,,,1/2023,4/5 doors,,,,153 g/km,,EUR,LED headlights; Heated front seats; Keyless ignition; Panoramic roof; Voice control; Navigation system; Paddle shifters; Sport front seats; Traffic sign recognition; Adaptive lighting,,Cloth interior,,,6.4 l/100km (combined),SUV / offroad,,White,5,Automatic,Petrol,,,4x4
963,,,Euro 6,1 968 ccm,,not published by the seller,,36599,110 kW,volkswagen t6-transporter,2,61021808,,,Black interior,80 800 km,Volkswagen,,,T6 Transporter,,,2/2017,4/5 doors,,,,159 g/km,Metallic,EUR,Navigation system; Bluetooth; Light sensor; Hill-start assist; Side mirrors with electic adjustment; Daytime running lights; On-board computer; Start-stop system; CD player; USB,,Cloth interior,,,6 l/100km (combined); 7.2 l/100km (city); 5.3 l/100km ,Cargo VAN,,Grey,4,Manual,Diesel,,,4x2
964,,,Euro 6,1 364 ccm,Used,not published by the seller,,16949,103 kW,opel mokka-x,,61021820,,,,55 600 km,Opel,,,Mokka X,,,5/2017,4/5 doors,,,,149 g/km,,EUR,Android auto; Automatic multi-zone A/C; Bluetooth; Automatic lights; Rain sensor; Hill-start assist; Multifunctional steering wheel; Daytime running lights; Electrically heated side mirrors; On-board computer,,,,,6.2 l/100km (combined),SUV / offroad,06/2024,Grey,5,Automatic,Petrol,,,4x2
965,,,Euro 6d,2 967 ccm,,not published by the seller,,65799,251 kW,audi s5,,61021805,,,Black interior,31 932 km,Audi,Mild hybrid,,S5,,,1/2022,4/5 doors,,,,167 g/km,Metallic,EUR,Laser headlights; Heated rear seats; Digital cockpit; Keyless entry; Electric adjustable front seats; Heated front seats; Head-up display; Apple CarPlay; Android auto; Integrated music streaming,,Part leather interior,,,6.4 l/100km (combined); 8.2 l/100km (city); 5.3 l/100km ,Sedans / saloons,,Black,5,Automatic,Diesel,No,,4x4
966,,,Euro 6d,3 745 ccm,New,not published by the seller,,309799,478 kW,porsche 992,,61021815,,,Brown interior,15 km,Porsche,,,992,,,9/2023,2/3 doors,,,,257 g/km,,EUR,Ventilated front seats; LED headlights; Digital cockpit; Electric adjustable front seats; Adaptive cruise control; Burmester audio; Heated front seats; Apple CarPlay; WLAN/Wifi hotspot; Integrated music streaming,,Full leather interior,,,11.7 l/100km (combined); 12.1 l/100km (city); 12.1 l/100km ,Cabriolet,,Grey,4,Automatic,Petrol,,,4x4
967,,,Euro 6,1 598 ccm,Used,not published by the seller,,25599,121 kW,peugeot 3008,,61021816,,,,51 309 km,Peugeot,,,3008,,,8/2018,4/5 doors,,,,136 g/km,,EUR,Head-up display; Automatic multi-zone A/C; Traffic sign recognition; Automatic lights; Rain sensor; Hill-start assist; Autom. dimming side mirros; Multifunctional steering wheel; Side mirrors with electic adjustment; Electrically heated side mirrors,,,,,5.7 l/100km (combined),SUV / offroad,12/2024,Red,5,Automatic,Petrol,,,4x2
968,,,Euro 6,1 997 ccm,Used,not published by the seller,,33549,107 kW,peugeot expert,,61021802,,,Grey interior,7 890 km,Peugeot,,,Expert,,,8/2023,4/5 doors,,,,201 g/km,,EUR,Apple CarPlay; Android auto; Bluetooth; On-board computer; Start-stop system; CD player; USB,,Cloth interior,,,7.6 l/100km (combined),Cargo VAN,,White,,Manual,Diesel,,,4x2
969,,,,999 ccm,Used,VF1RJA00667412576,,15799,66 kW,renault clio,,61021791,,,,45 000 km,Renault,,,Clio,,,1/2021,4/5 doors,,,,112 g/km,,EUR,LED headlights; Apple CarPlay; Android auto; Keyless ignition; Navigation system; Traffic sign recognition; Bluetooth; Automatic A/C; Automatic lights; Rain sensor,,Cloth interior,,,5.2 l/100km (combined),Hatchback,,Red,5,Manual,Petrol,,,4x2
970,,,Euro 6,1 199 ccm,Used,not published by the seller,,28899,96 kW,peugeot 308,,61021800,,,Black interior,15 km,Peugeot,,,308,,,6/2023,4/5 doors,,,,127 g/km,Metallic,EUR,LED headlights; Digital cockpit; Keyless entry; Heated front seats; Head-up display; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system,,Full leather interior,,,5.3 l/100km (combined),Hatchback,,Green,,Manual,Petrol,,,4x2
971,,,Euro 6d-TEMP,1 968 ccm,,not published by the seller,,27849,140 kW,audi a5,1,61021782,,,Black interior,137 000 km,Audi,,,A5,,,10/2019,2/3 doors,03/2025,,,117 g/km,Metallic,EUR,Keyless entry; Heated front seats; Integrated music streaming; Keyless ignition; Voice control; Navigation system; El. tailgate; Sport front seats; Bi-xenon headlights; Bluetooth,,Alcantara interior,,,4.5 l/100km (combined); 5.1 l/100km (city); 4.2 l/100km ,Coupe,,Black,5,Automatic,Diesel,,,4x2
972,,,Euro 6,1 332 ccm,Used,not published by the seller,,25149,103 kW,renault captur,1,61021788,,,,18 526 km,Renault,,,Captur,,,4/2023,4/5 doors,,,,134 g/km,,EUR,Navigation system; Traffic sign recognition; Rear parking camera; Automatic A/C; Rain sensor; Hill-start assist; Autom. dimming side mirros; Front electric windows; Alloy wheels,,,,,5.6 l/100km (combined),SUV / offroad,12/2024,Red,5,Manual,Petrol,,,4x2
973,,,No emission class,,,not published by the seller,,20449,100 kW,peugeot 208,1,61021777,,,Other interior color,32 648 km,Peugeot,,,208,,,11/2020,4/5 doors,,,,0 g/km,Metallic,EUR,Digital cockpit; Keyless entry; Smartphone mirroring; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Traffic sign recognition; Bluetooth; Automatic A/C,,Part leather interior,,,,Hatchback,,Yellow,5,Automatic,Electric,,,4x2
974,1502,,No emission class,1 996 ccm,Used,not published by the seller,,29799,111 kW,subaru forester,,61021794,,,Other interior color,43 666 km,Subaru,,,Forester,,,8/2020,4/5 doors,,Spain,,172 g/km,,EUR,Adaptive cruise control; Bluetooth; Xenon headlights; Automatic A/C; Multifunctional steering wheel; Side mirrors with electic adjustment; Start-stop system; Front electric windows; Alloy wheels,,Other interior material,,,8.1 l/100km (combined); 6.5 l/100km (city); 6.5 l/100km ,SUV / offroad,,Black,5,Automatic,Hybrid,,,4x4
975,,,Euro 6d,2 184 ccm,,not published by the seller,,40549,103 kW,fiat ducato,1,61021789,,,Black interior,250 km,Fiat,,,Ducato,,,8/2023,4/5 doors,08/2025,,,209 g/km,Metallic,EUR,Digital cockpit; Apple CarPlay; Android auto; Navigation system; Traffic sign recognition; Bluetooth; Automatic A/C; Blind spot assist; Hill-start assist; Multifunctional steering wheel,,Cloth interior,,,7.9 l/100km (combined); 8.9 l/100km (city); 7.4 l/100km ,Cargo VAN,,Grey,3,Manual,Diesel,,,4x2
976,2340,,No emission class,,Used,not published by the seller,,132049,420 kW,porsche taycan,,61021779,Lithium-ion (Li-ion),160000 km,Other interior color,3 912 km,Porsche,,,Taycan,,93 kWh,6/2023,4/5 doors,,,,0 g/km,Metallic,EUR,Ventilated front seats; LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Keyless ignition; Panoramic roof; Navigation system; Heated steering wheel,5 h,Other interior material,22 min,,,Station Wagon,,Grey,5,Automatic,Electric,No,,4x4
977,,,Euro 6,,Used,not published by the seller,,52099,300 kW,audi e-tron,1,61021790,Lithium-ion (Li-ion),160000 km,,36 484 km,Audi,,,e-tron,436 km,95 kWh,8/2020,4/5 doors,,,,0 g/km,,EUR,Front seats with memory; Electric adjustable front seats; Heated front seats; WLAN/Wifi hotspot; Keyless ignition; Automatic multi-zone A/C; Panoramic roof; Voice control; Navigation system; Sport front seats,10 h,,30 min,,,SUV / offroad,12/2025,Blue,5,Automatic,Electric,No,,4x4
978,,,Euro 6,1 968 ccm,,not published by the seller,,80249,110 kW,volkswagen t6-california,1,61021787,,,Grey interior,200 km,Volkswagen,,,T6 California,,,12/2023,4/5 doors,,,,179 g/km,,EUR,LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Smartphone mirroring; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming; Voice control,,Cloth interior,,,6.9 l/100km (combined); 6.8 l/100km (city); 5.8 l/100km ,Cargo VAN,,Grey,5,Automatic,Diesel,,,4x2
